IdJogoFutebol,IdEquipa1FK,IdEquipa2FK,IDEquipaVencedora,GolosEquipa1,GolosEquipa2,HorarioJogo,Localizacao,Status
12682,3146,2764,,,,12/07/2015,Block 27  550 Whitehouse Lane  Huntingdon Rd  Cambridge  CB3 0LX  United Kingdom,Accepted
12693,4317,2748,,,,10/03/2012,Unit 29  Oxford Eco Centre  763 Cyril St  Braunstone Town  Leicester  LE3 2FF  United Kingdom,Accepted
12694,4708,5350,,,,04/06/2022,26-kai  5-2-2 Higashi Gotanda  Shinagawa-ku   Tokyo  Japan,Accepted
12696,1553,333,,,,22/02/2018,346 Figueroa Street Suite 2  Los Angeles  CA 90037  United States,Accepted
12701,4768,389,,,,11/11/2009,Flat 7  300 The Pavilion  Lammas Field  Driftway  Cambridge  CB3 9PA  United Kingdom,Accepted
12704,638,1883,,,,06/10/2017,138 State Street Suite 22  Albany  NY 12203  United States,Accepted
12705,3192,5936,,,,30/09/2008,Flat 25  549 Elms Rd  Botley  Oxford  OX2 9JS  United Kingdom,Accepted
12707,3892,5251,,,,07/07/2015,196 Wicklow Road 3rd Floor  Columbus  GA 43204  United States,Accepted
12709,4779,3591,,,,24/02/2017,Flat 31  258 Park End St  Oxford  OX1 1JD  United Kingdom,Accepted
12710,699,4665,,,,11/03/2013,No.17 Main building  553 Silver St  Newnham  Cambridge  CB3 9EL  United Kingdom,Accepted
12715,4098,676,,,,26/01/2009,Flat 38  341 Mosley St  Manchester  M2 3AQ  United Kingdom,Accepted
12718,2131,490,,,,09/12/2011,867 Central Avenue Apt 38  Albany  NY 12206  United States,Accepted
12720,4173,2442,,,,19/12/2006,508 Wall Street Apt 25  Los Angeles  CA 90003  United States,Accepted
12721,378,2715,,,,14/11/2016,27F  6-1-11  Miyanomori 4 Jo  Chuo Ward  Sapporo  Japan,Accepted
12724,2366,2560,,,,07/01/2001,Flat 19  571 Lodge Ln  Toxteth  Liverpool  L8 0SP  United Kingdom,Accepted
12726,287,3660,,,,23/12/2016,46F  2-1-12 Tenjinnomori  Nishinari Ward  Osaka  Japan,Accepted
12727,3095,2272,,,,30/09/2009,No.26 building  384 Sanlitun Road  Chaoyang District  Beijing  China,Accepted
12729,371,4532,,,,13/12/2014,454 Central Avenue Apartment 4  Albany  NY 12205  United States,Accepted
12737,2380,4445,,,,02/11/2017,No.20 building  928 Zhongshan 5th Rd  Zimaling Shangquan  Zhongshan  China,Accepted
12743,6203,3691,,,,28/08/2010,617 1st Ave Apartment 36  Brooklyn  NY 11220  United States,Accepted
12745,934,4987,,,,25/02/2009,Block 15  438 Hinckley Rd  Leicester  LE3 6FR  United Kingdom,Accepted
12746,4241,1574,,,,28/02/2009,9-kai  2-5-5 Chitose  Atsuta Ward  Nagoya  Japan,Accepted
12750,3509,878,,,,10/12/2017,301 Diplomacy Drive Apt 44  Columbus  GA 43228  United States,Accepted
12754,2436,3622,,,,10/10/2022,2 East Alley Suite 28  Columbus  GA 43201  United States,Accepted
12757,2289,2185,,,,17/12/2004,No.11 Main building  274 New Street  Birmingham  B2 4DB  United Kingdom,Accepted
12760,5951,5198,,,,09/06/2009,Unit 3  Oxford Eco Centre  170 Hanover Street  London  W1S 1YD  United Kingdom,Accepted
12761,1528,6060,,,,25/10/2007,40F  3-9-1 Gakuenminami  Nara  Japan,Accepted
12763,4535,3969,,,,24/12/2016,19F  2-5-10 Chitose  Atsuta Ward  Nagoya  Japan,Accepted
12764,4176,5592,,,,16/12/2014,633 Nostrand Ave Apartment 45  Brooklyn  NY 11216  United States,Accepted
12768,2396,597,,,,09/03/2008,781 Bergen St 3rd Floor  Brooklyn  NY 11217  United States,Accepted
12769,959,3877,,,,04/06/2003,35-kai  15 1-1715 Sekohigashi  Moriyama Ward  Nagoya  Japan,Accepted
12781,1918,2756,,,,08/02/2022,42-kai  5-2-12 Higashi Gotanda  Shinagawa-ku   Tokyo  Japan,Accepted
12793,4852,4020,,,,01/04/2000,Flat 37  271 Edward Ave  Braunstone Town  Leicester  LE3 2PD  United Kingdom,Accepted
12796,2422,1001,,,,18/12/2007,16F  8 1-1 Honjocho  Yamatokoriyama  Nara  Japan,Accepted
12799,2322,2394,,,,29/12/2005,33F  69 Zhongshan 5th Rd  Zimaling Shangquan  Zhongshan  China,Accepted
12802,660,4569,,,,10/02/2013,727 Pedway Apartment 4  Chicago  IL 60601  United States,Accepted
12803,2327,4629,,,,12/04/2011,759 Flatbush Ave Suite 18  Brooklyn  NY 11225  United States,Accepted
12808,1950,2716,,,,24/08/2019,No.14 Main building  118 Aigburth Rd  Aigburth  Liverpool  L17 9PE  United Kingdom,Accepted
12809,2176,150,,,,05/01/2009,891 Nostrand Ave Suite 11  Brooklyn  NY 11216  United States,Accepted
12812,5076,2845,,,,06/05/2016,13F  5-4-15 Kikusui 3 Jo  Shiroishi Ward   Sapporo  Japan,Accepted
12814,3785,1041,,,,28/12/2011,175 Figueroa Street 3rd Floor  Los Angeles  CA 90037  United States,Accepted
12816,3171,5083,,,,01/01/2015,Unit 28  Oxford Eco Centre  639 Whitehouse Lane  Huntingdon Rd  Cambridge  CB3 0LX  United Kingdom,Accepted
12821,3529,640,,,,13/10/2002,39F  1-6-1  Marunouchi  Chiyoda-ku  Tokyo  Japan,Accepted
12825,2698,5491,,,,12/04/2010,105 Central Avenue Apt 31  Albany  NY 12205  United States,Accepted
12827,2083,1642,,,,01/12/2007,11F  333 Zhongshan 5th Rd  Zimaling Shangquan  Zhongshan  China,Accepted
12828,2199,4425,,,,03/05/2000,Rm. 42  2-3-2 Yoyogi  Shibuya-ku  Tokyo  Japan,Accepted
12831,3383,3816,,,,02/12/2008,Unit 32  Oxford Eco Centre  875 Earle Rd  Liverpool  L7 6HD  United Kingdom,Accepted
12832,5041,4464,,,,23/10/2005,31F  371 NO.6  YuShuang Road  ChengHua Distric  Chengdu  China,Accepted
12834,5164,5940,,,,13/09/2007,No.15 Main building  597 49/50 Strand  Charing Cross  Liverpool  WC2N 5LH  United Kingdom,Accepted
12836,2856,1677,,,,14/04/2015,36F  2-5-8 Chitose  Atsuta Ward  Nagoya  Japan,Accepted
12841,5601,4811,,,,12/12/2015,Room 19  669 Jingtian East 1st St  Futian District  Shenzhen  China,Accepted
12842,4122,5847,,,,23/02/2019,Block 48  762 Cyril St  Braunstone Town  Leicester  LE3 2FF  United Kingdom,Accepted
12845,2698,6129,,,,30/12/2016,154 Wicklow Road Suite 18  Columbus  GA 43204  United States,Accepted
12846,3157,3418,,,,26/08/2009,No.42 building  387 3rd Section Hongxing Road  Jinjiang District  Chengdu  China,Accepted
12848,1957,4333,,,,25/12/2002,39F  3-9-20 Gakuenminami  Nara  Japan,Accepted
12856,1440,5992,,,,12/12/2016,Rm. 39  1-6-17  Marunouchi  Chiyoda-ku  Tokyo  Japan,Accepted
12861,5111,649,,,,03/10/2017,725 Rush Street Suite 30  Chicago  IL 60611  United States,Accepted
12865,3252,4983,,,,14/09/2009,Rm. 2  5-4-11 Kikusui 3 Jo  Shiroishi Ward   Sapporo  Japan,Accepted
12868,3064,1960,,,,30/06/2000,Unit 4  Oxford Eco Centre  851 New Street  Birmingham  B2 4DB  United Kingdom,Accepted
12869,1265,4550,,,,24/08/2006,Room 32  CR Building  123 Jingtian East 1st St  Futian District  Shenzhen  China,Accepted
12871,279,443,,,,24/05/2018,No.4 building  559 West Chang'an Avenue  Xicheng District  Beijing  China,Accepted
12872,1954,4603,,,,21/07/2004,Flat 17  300 The Pavilion  Lammas Field  Driftway  Cambridge  CB3 9PA  United Kingdom,Accepted
12882,3816,6019,,,,03/10/2003,7-kai  2-1-5 Kaminopporo 1 Jo  Atsubetsu Ward  Sapporo  Japan,Accepted
12891,5553,2904,,,,31/08/2022,234 Figueroa Street Suite 25  Los Angeles  CA 90037  United States,Accepted
12893,458,1070,,,,14/02/2007,No.29 building  381 Huaxia St  Jinghua Shangquan  Zhongshan  China,Accepted
12894,4914,6053,,,,04/05/2016,Flat 40  123 Spring Gardens  Manchester  M2 2BQ  United Kingdom,Accepted
12896,1782,1655,,,,05/12/2016,Rm. 31  1-6-6  Marunouchi  Chiyoda-ku  Tokyo  Japan,Accepted
12902,2356,199,,,,11/02/2008,37F  2 1-1 Honjocho  Yamatokoriyama  Nara  Japan,Accepted
12907,6165,4347,,,,16/02/2011,7 State Street Suite 8  Albany  NY 12203  United States,Accepted
12908,4855,6176,,,,29/08/2020,Unit 49  Oxford Eco Centre  948 Hanover Street  London  W1S 1YD  United Kingdom,Accepted
12909,3613,2516,,,,21/03/2003,20-kai  2-1-20 Kaminopporo 1 Jo  Atsubetsu Ward  Sapporo  Japan,Accepted
12914,4386,6175,,,,13/08/2019,Room 21  CR Building  102 Xiaoping E Rd  Baiyun   Guangzhou  China,Accepted
12917,3235,3398,,,,01/02/2019,No.41 Main building  969 Regent Street  London  W1B 2LX  United Kingdom,Accepted
12919,2165,5815,,,,08/05/2013,705 Bergen St 3rd Floor  Brooklyn  NY 11217  United States,Accepted
12920,3976,2797,,,,06/03/2009,480 Canal Street Suite 14  New York  NY 10013  United States,Accepted
12926,5461,1314,,,,12/12/2009,Unit 37  Oxford Eco Centre  528 Whitehouse Lane  Huntingdon Rd  Cambridge  CB3 0LX  United Kingdom,Accepted
12928,4821,4746,,,,08/10/2007,Unit 12  Oxford Eco Centre  762 Portland St  Manchester  M1 3LA  United Kingdom,Accepted
12933,744,1876,,,,25/06/2007,No.26 building  626 2nd Zhongshan Road  Yuexiu District  Guangzhou  China,Accepted
12937,2933,1621,,,,21/09/2014,49F  2-5-14 Chitose  Atsuta Ward  Nagoya  Japan,Accepted
12940,853,5097,,,,25/10/2007,Rm. 12  13-3-1 Toyohira 3 Jo  Toyohira Ward  Sapporo  Japan,Accepted
12941,3310,235,,,,13/12/2011,Rm. 20  1-5-3  Higashi-Shimbashi  Minato-ku  Tokyo  Japan,Accepted
12943,4615,1061,,,,05/06/2006,36F  544 Jianxiang Rd  Pudong  Shanghai  China,Accepted
12946,2780,648,,,,18/01/2015,32F  1-6-12  Marunouchi  Chiyoda-ku  Tokyo  Japan,Accepted
12949,2283,4819,,,,23/10/2022,25F  709 Lefeng 6th Rd  Zhongshan  China,Accepted
12952,1754,4676,,,,27/07/2018,12F  1-1-10 Deshiro  Nishinari Ward  Osaka  Japan,Accepted
12955,263,688,,,,03/05/2019,Room 8  CR Building  825 Hongqiao Rd.  Xu Hui District  Shanghai  China,Accepted
12957,4175,2524,,,,03/08/2020,35-kai  12 1-1 Honjocho  Yamatokoriyama  Nara  Japan,Accepted
12960,3476,3924,,,,07/07/2017,Unit 2  Oxford Eco Centre  264 39 William IV St  Charing Cross  Liverpool  WC2N 4DD  United Kingdom,Accepted
12961,532,587,,,,27/03/2015,383 Figueroa Street Suite 22  Los Angeles  CA 90037  United States,Accepted
12964,4158,972,,,,07/12/2018,No.10 Main building  160 Mosley St  Manchester  M2 3AQ  United Kingdom,Accepted
12965,4133,2566,,,,23/03/2001,Block 43  612 Papworth Rd  Trumpington  Cambridge  CB2 0AY  United Kingdom,Accepted
12966,5829,654,,,,11/02/2012,36 West Market Street Suite 13  Akron  OH 44333  United States,Accepted
12969,3602,5411,,,,08/01/2022,18F  5-2-20 Kikusui 3 Jo  Shiroishi Ward  Sapporo  Japan,Accepted
12970,4453,4655,,,,14/10/2016,Unit 25  Oxford Eco Centre  456 Papworth Rd  Trumpington  Cambridge  CB2 0AY  United Kingdom,Accepted
12971,5853,5145,,,,17/09/2019,61 Diplomacy Drive 3rd Floor  Columbus  GA 43228  United States,Accepted
12974,2258,2239,,,,18/04/2016,Flat 40  543 Little Clarendon St  Oxford  OX1 2HU  United Kingdom,Accepted
12975,3732,325,,,,16/02/2011,31F  64 Xiaoping E Rd  Baiyun   Guangzhou  China,Accepted
12978,4733,2694,,,,27/06/2001,26-kai  2-1-17 Tenjinnomori  Nishinari Ward  Osaka  Japan,Accepted
12980,2807,4354,,,,04/03/2019,Room 37  920 NO.6  YuShuang Road  ChengHua Distric  Chengdu  China,Accepted
12982,3642,3453,,,,07/12/2015,Flat 1  276 39 William IV St  Charing Cross  Liverpool  WC2N 4DD  United Kingdom,Accepted
12984,2031,294,,,,13/01/2000,286 Tremont Road Apt 48  Columbus  GA 43212  United States,Accepted
12988,914,2838,,,,10/03/2000,34-kai  3-19-20 Shimizu  Kita Ward  Nagoya  Japan,Accepted
12990,4728,343,,,,15/09/2005,Rm. 42  5-2-1 Higashi Gotanda  Shinagawa-ku   Tokyo  Japan,Accepted
12994,3795,5048,,,,22/12/2011,36-kai  3-15-2 Ginza  Chuo-ku  Tokyo  Japan,Accepted
12996,1158,4352,,,,24/08/2015,378 Bank Street Suite 16  New York  NY 10014  United States,Accepted
13001,4624,4393,,,,09/02/2000,428 Collier Road Suite 10  Akron  OH 44320  United States,Accepted
13004,4562,597,,,,03/06/2017,1F  4-9-1 Kamihigashi  Hirano Ward  Osaka  Japan,Accepted
13008,5022,756,,,,13/05/2010,11F  3-9-5 Gakuenminami  Nara  Japan,Accepted
13009,2252,1601,,,,09/03/2004,25-kai  5-2-5 Kikusui 3 Jo  Shiroishi Ward  Sapporo  Japan,Accepted
13011,3720,1967,,,,15/05/2004,Flat 14  681 Mosley St  Manchester  M2 3AQ  United Kingdom,Accepted
13012,4241,5582,,,,09/03/2014,23 Bank Street Apartment 42  New York  NY 10014  United States,Accepted
13014,5071,5972,,,,22/05/2018,Rm. 23  3-15-12 Ginza  Chuo-ku  Tokyo  Japan,Accepted
13018,3837,3427,,,,28/12/2011,No.49 building  432 Ganlan Rd  Pudong  Shanghai  China,Accepted
13025,4188,414,,,,19/09/2012,Flat 39  838 Abingdon Rd  Cumnor  Oxford  OX2 9QN  United Kingdom,Accepted
13027,507,1045,,,,26/11/2015,615 Lark Street Suite 24  Albany  NY 12210  United States,Accepted
13031,3355,3506,,,,05/05/2015,No.33 Main building  746 Trafalgar Square  Charing Cross  Liverpool  WC2N 4JJ  United Kingdom,Accepted
13033,161,5835,,,,28/10/2017,Rm. 42  5-4-18 Kikusui 3 Jo  Shiroishi Ward   Sapporo  Japan,Accepted
13034,2424,3378,,,,05/01/2015,Block 40  298 Portland St  Manchester  M1 3LA  United Kingdom,Accepted
13035,3141,4324,,,,26/03/2013,No.29 building  653 W Ring Rd  Buji Town  Longgang  Shenzhen  China,Accepted
13037,834,3601,,,,25/06/2021,Rm. 25  6-1-18  Miyanomori 4 Jo  Chuo Ward  Sapporo  Japan,Accepted
13038,4232,1959,,,,06/06/2011,614 Nostrand Ave Apt 15  Brooklyn  NY 11216  United States,Accepted
13040,645,929,,,,13/08/2004,No.17 building  No. 670  Shuangqing Rd  Chenghua District  Chengdu  China,Accepted
13041,1813,5886,,,,12/01/2022,Block 23  556 Stephenson Street  Birmingham  B2 4BL  United Kingdom,Accepted
13046,231,1812,,,,28/06/2015,9-kai  1-7-16 Omido  Higashiosaka  Osaka  Japan,Accepted
13049,1509,1808,,,,28/04/2012,233 Lark Street Apt 16  Albany  NY 12210  United States,Accepted
13059,292,4853,,,,11/10/2019,Rm. 36  2-5-7 Chitose  Atsuta Ward  Nagoya  Japan,Accepted
13060,5689,5510,,,,12/09/2017,17-kai  6-1-14  Miyanomori 4 Jo  Chuo Ward  Sapporo  Japan,Accepted
13061,1139,4360,,,,07/12/2014,Room 14  CR Building  177 Kengmei 15th Alley  Dongguan  China,Accepted
13062,2632,1842,,,,10/02/2021,2F  5-2-16 Higashi Gotanda  Shinagawa-ku   Tokyo  Japan,Accepted
13063,635,1304,,,,26/11/2021,127 Central Avenue Apt 11  Albany  NY 12205  United States,Accepted
13068,4431,1424,,,,11/10/2014,Room 40  875 Dong Zhi Men  Dongcheng District  Beijing  China,Accepted
13069,2759,5101,,,,06/12/2003,435 Bank Street Apt 2  New York  NY 10014  United States,Accepted
13071,5527,1210,,,,09/12/2011,No.42 Main building  272 Osney Mead  Oxford  OX2 0ES  United Kingdom,Accepted
13072,3508,4127,,,,22/06/2008,No.6 building  296 Zhongshan 5th Rd  Zimaling Shangquan  Zhongshan  China,Accepted
13073,2238,5566,,,,20/07/2008,Room 45  640 Lefeng 6th Rd  Zhongshan  China,Accepted
13074,4963,5276,,,,02/08/2012,No.46 building  523 East Wangfujing Street  Dongcheng District   Beijing  China,Accepted
13078,575,2266,,,,09/11/2018,181 Alameda Street 3rd Floor  Los Angeles  CA 90002  United States,Accepted
13086,1090,6188,,,,14/10/2014,518 Riverview Road Apartment 12  Akron  OH 44313  United States,Accepted
13087,4308,2956,,,,23/04/2022,574 East Alley Apartment 9  Columbus  GA 43201  United States,Accepted
13090,748,3984,,,,11/10/2022,Room 22  CR Building  192 2nd Zhongshan Road  Yuexiu District  Guangzhou  China,Accepted
13105,2717,1562,,,,30/06/2009,23F  1-1-10 Deshiro  Nishinari Ward  Osaka  Japan,Accepted
13106,6130,2535,,,,20/03/2017,Room 34  CR Building  685 Shennan Ave  Futian District  Shenzhen  China,Accepted
13107,4424,5156,,,,08/09/2015,21F  142 Ganlan Rd  Pudong  Shanghai  China,Accepted
13119,4592,936,,,,30/10/2008,Room 48  CR Building  788 Hongqiao Rd.  Xu Hui District  Shanghai  China,Accepted
13122,4495,5736,,,,01/09/2006,739 Ridgewood Road Apt 5  Akron  OH 44321  United States,Accepted
13123,3642,371,,,,10/09/2015,Unit 42  Oxford Eco Centre  212 49/50 Strand  Charing Cross  Liverpool  WC2N 5LH  United Kingdom,Accepted
13125,2428,3603,,,,12/01/2007,Block 37  610 Volac Park  Grantchester Rd  Cambridge  CB3 9ED  United Kingdom,Accepted
13128,3305,5294,,,,14/05/2022,866 Pedway 3rd Floor  Chicago  IL 60601  United States,Accepted
13130,4036,5620,,,,21/04/2007,926 North Michigan Ave Apt 33  Chicago  IL 60611  United States,Accepted
13131,1360,2792,,,,27/03/2015,Room 15  497 Jianxiang Rd  Pudong  Shanghai  China,Accepted
13134,4549,1518,,,,17/06/2021,49-kai  10 4-20 Kawagishicho  Mizuho Ward  Nagoya  Japan,Accepted
13139,1849,3633,,,,05/01/2017,Room 42  197 Huaxia St  Jinghua Shangquan  Zhongshan  China,Accepted
13142,1703,4051,,,,06/08/2003,Flat 36  681 Osney Mead  Oxford  OX2 0ES  United Kingdom,Accepted
13143,5137,5053,,,,25/02/2002,26F  2-1-13 Tenjinnomori  Nishinari Ward  Osaka  Japan,Accepted
13149,5518,5187,,,,06/01/2014,No.22 Main building  223 Portland St  Manchester  M1 3LA  United Kingdom,Accepted
13150,1255,1624,,,,25/01/2010,No.13 building  751 Shennan Ave  Futian District  Shenzhen  China,Accepted
13152,890,3378,,,,03/11/2005,Flat 30  5 Hinckley Rd  Leicester  LE3 6FR  United Kingdom,Accepted
13155,1316,4366,,,,08/08/2019,No.2 building  921 Xue Yuan Yi Xiang  Longgang  Shenzhen  China,Accepted
13156,4797,3304,,,,04/06/2020,401 Figueroa Street 3rd Floor  Los Angeles  CA 90037  United States,Accepted
13161,5434,62,,,,10/10/2014,No.29 Main building  603 Narborough Rd  Leicester  LE3 2FT  United Kingdom,Accepted
13163,2759,853,,,,26/11/2015,Unit 22  Oxford Eco Centre  858 Cyril St  Braunstone Town  Leicester  LE3 2FF  United Kingdom,Accepted
13169,119,1075,,,,31/01/2012,No.36 building  415 NO.6  YuShuang Road  ChengHua Distric  Chengdu  China,Accepted
13170,4298,2625,,,,25/07/2004,No.10 building  389 W Ring Rd  Buji Town  Longgang  Shenzhen  China,Accepted
13172,2494,5587,,,,17/12/2011,21F  5-2-17 Kikusui 3 Jo  Shiroishi Ward  Sapporo  Japan,Accepted
13175,5002,2482,,,,04/10/2016,780 Pedway Apt 36  Chicago  IL 60601  United States,Accepted
13181,2044,5078,,,,29/12/2004,No.11 building  751 Huaxia St  Jinghua Shangquan  Zhongshan  China,Accepted
13183,5533,2254,,,,03/06/2017,49-kai  1-1-8 Deshiro  Nishinari Ward  Osaka  Japan,Accepted
13191,503,3977,,,,03/06/2010,366 West Market Street 3rd Floor  Akron  OH 44333  United States,Accepted
13195,2042,102,,,,01/04/2001,994 Bank Street Suite 1  New York  NY 10014  United States,Accepted
13199,4538,2325,,,,13/12/2002,No.37 Main building  145 Edward Ave  Braunstone Town  Leicester  LE3 2PD  United Kingdom,Accepted
13207,6112,2064,,,,04/10/2006,Room 18  28 Jianxiang Rd  Pudong  Shanghai  China,Accepted
13211,6078,5045,,,,19/12/2005,35-kai  6-1-17  Miyanomori 4 Jo  Chuo Ward  Sapporo  Japan,Accepted
13221,3060,820,,,,02/02/2019,8F  No. 350  Shuangqing Rd  Chenghua District  Chengdu  China,Accepted
13225,1370,3120,,,,02/09/2002,Room 19  934 Shanhu Rd  Dongguan  China,Accepted
13227,1666,4787,,,,11/01/2016,688 Fern Street Apt 43  Akron  OH 44307  United States,Accepted
13230,5820,2020,,,,26/08/2012,841 Fifth Avenue 3rd Floor  New York  NY 10017  United States,Accepted
13241,4834,3907,,,,21/05/2022,Room 35  CR Building  682 4th Section  Renmin South Road  Jinjiang District  Chengdu  China,Accepted
13248,1331,4275,,,,07/02/2009,No.34 building  212 Dongtai 5th St  Dongguan  China,Accepted
13250,5091,2238,,,,19/02/2018,30-kai  2-5-17 Chitose  Atsuta Ward  Nagoya  Japan,Accepted
13253,797,4924,,,,30/11/2018,No.36 building  347 028 County Rd  Yanqing District  Beijing  China,Accepted
13256,438,570,,,,26/05/2022,Room 33  371 Binchuan Rd  Minhang District  Shanghai  China,Accepted
13258,6066,1143,,,,14/10/2016,No.35 building  364 Tianhe Road  Tianhe District  Guangzhou  China,Accepted
13260,966,921,,,,01/04/2021,27F  3-9-19 Gakuenminami  Nara  Japan,Accepted
13261,4228,4435,,,,12/01/2017,717 Central Avenue Suite 22  Albany  NY 12205  United States,Accepted
13263,909,3329,,,,10/06/2001,186 Sky Way Apartment 29  Los Angeles  CA 90043  United States,Accepted
13267,438,1646,,,,28/11/2018,269 West Market Street 3rd Floor  Akron  OH 44333  United States,Accepted
13272,5187,4607,,,,17/01/2005,Room 15  CR Building  771 2nd Zhongshan Road  Yuexiu District  Guangzhou  China,Accepted
13274,5158,3815,,,,12/06/2019,504 Fifth Avenue Apartment 37  New York  NY 10017  United States,Accepted
13276,5120,4276,,,,21/07/2020,3-kai  2-1-4 Tenjinnomori  Nishinari Ward  Osaka  Japan,Accepted
13277,713,6209,,,,29/04/2005,Block 31  138 The Pavilion  Lammas Field  Driftway  Cambridge  CB3 9PA  United Kingdom,Accepted
13280,4742,1819,,,,20/06/2003,4F  816 Dong Zhi Men  Dongcheng District  Beijing  China,Accepted
13282,2072,1074,,,,08/05/2002,No.7 building  556 4th Section  Renmin South Road  Jinjiang District  Chengdu  China,Accepted
13287,1417,5179,,,,14/05/2015,Block 20  470 Elms Rd  Botley  Oxford  OX2 9JS  United Kingdom,Accepted
13290,6071,3492,,,,14/04/2008,Block 12  520 New Wakefield St  Manchester  M1 5NP  United Kingdom,Accepted
13291,3115,775,,,,13/10/2006,436 Alameda Street Apt 13  Los Angeles  CA 90002  United States,Accepted
13292,3191,1821,,,,13/05/2022,Rm. 24  3-15-18 Ginza  Chuo-ku  Tokyo  Japan,Accepted
13296,2891,4696,,,,28/07/2000,Room 38  CR Building  No.475  Dongsan Road  Erxianqiao  Chenghua District  Chengdu  China,Accepted
13298,4736,2158,,,,18/01/2009,661 East Cooke Road Suite 2  Columbus  GA 43214  United States,Accepted
13301,1107,141,,,,22/02/2006,Unit 21  Oxford Eco Centre  783 Stephenson Street  Birmingham  B2 4BL  United Kingdom,Accepted
13302,6058,1107,,,,08/03/2021,6-kai  17 3-803 Kusunokiajima  Kita Ward  Nagoya  Japan,Accepted
13305,2558,2814,,,,04/08/2000,601 Canal Street Apt 5  New York  NY 10013  United States,Accepted
13306,731,830,,,,27/08/2018,396 Wall Street 3rd Floor  Los Angeles  CA 90003  United States,Accepted
13310,1200,484,,,,30/01/2009,11F  14 Tianhe Road  Tianhe District  Guangzhou  China,Accepted
13313,3307,6000,,,,30/10/2019,400 East Alley Apartment 9  Columbus  GA 43201  United States,Accepted
13317,3865,3470,,,,27/01/2015,Flat 13  173 Lodge Ln  Toxteth  Liverpool  L8 0SP  United Kingdom,Accepted
13319,717,2636,,,,08/12/2019,424 Central Avenue 3rd Floor  Albany  NY 12206  United States,Accepted
